"id","name","standing","numWins","numLoss","isChampion","season","seasonStart","seasonEnd"
"1610612737","Hawks","8","31","51","False","1980-1981","1980","1981"
"1610612737","Hawks","6","42","40","False","1981-1982","1981","1982"
"1610612737","Hawks","6","43","39","False","1982-1983","1982","1983"
"1610612737","Hawks","7","40","42","False","1983-1984","1983","1984"
"1610612737","Hawks","9","34","48","False","1984-1985","1984","1985"
"1610612737","Hawks","4","50","32","False","1985-1986","1985","1986"
"1610612737","Hawks","2","57","25","False","1986-1987","1986","1987"
"1610612737","Hawks","3","50","32","False","1987-1988","1987","1988"
"1610612737","Hawks","4","52","30","False","1988-1989","1988","1989"
"1610612737","Hawks","9","41","41","False","1989-1990","1989","1990"
"1610612737","Hawks","6","43","39","False","1990-1991","1990","1991"
"1610612737","Hawks","8","38","44","False","1991-1992","1991","1992"
"1610612737","Hawks","6","43","39","False","1992-1993","1992","1993"
"1610612737","Hawks","1","57","25","False","1993-1994","1993","1994"
"1610612737","Hawks","7","42","40","False","1994-1995","1994","1995"
"1610612737","Hawks","6","46","36","False","1995-1996","1995","1996"
"1610612737","Hawks","4","56","26","False","1996-1997","1996","1997"
"1610612737","Hawks","5","50","32","False","1997-1998","1997","1998"
"1610612737","Hawks","4","31","19","False","1998-1999","1998","1999"
"1610612737","Hawks","14","28","54","False","1999-2000","1999","2000"
"1610612737","Hawks","13","25","57","False","2000-2001","2000","2001"
"1610612737","Hawks","12","33","49","False","2001-2002","2001","2002"
"1610612737","Hawks","11","35","47","False","2002-2003","2002","2003"
"1610612737","Hawks","12","28","54","False","2003-2004","2003","2004"
"1610612737","Hawks","15","13","69","False","2004-2005","2004","2005"
"1610612737","Hawks","14","26","56","False","2005-2006","2005","2006"
"1610612737","Hawks","13","30","52","False","2006-2007","2006","2007"
"1610612737","Hawks","8","37","45","False","2007-2008","2007","2008"
"1610612737","Hawks","4","47","35","False","2008-2009","2008","2009"
"1610612737","Hawks","3","53","29","False","2009-2010","2009","2010"
"1610612737","Hawks","5","44","38","False","2010-2011","2010","2011"
"1610612737","Hawks","5","40","26","False","2011-2012","2011","2012"
"1610612737","Hawks","6","44","38","False","2012-2013","2012","2013"
"1610612737","Hawks","8","38","44","False","2013-2014","2013","2014"
"1610612737","Hawks","1","60","22","False","2014-2015","2014","2015"
"1610612737","Hawks","4","48","34","False","2015-2016","2015","2016"
"1610612737","Hawks","5","43","39","False","2016-2017","2016","2017"
"1610612737","Hawks","15","24","58","False","2017-2018","2017","2018"
"1610612737","Hawks","12","29","53","False","2018-2019","2018","2019"
"1610612737","Hawks","14","20","47","False","2019-2020","2019","2020"
"1610612737","Hawks","5","41","31","False","2020-2021","2020","2021"
"1610612738","Celtics","1","62","20","False","1980-1981","1980","1981"
"1610612738","Celtics","1","63","19","False","1981-1982","1981","1982"
"1610612738","Celtics","3","56","26","False","1982-1983","1982","1983"
"1610612738","Celtics","1","62","20","False","1983-1984","1983","1984"
"1610612738","Celtics","1","63","19","False","1984-1985","1984","1985"
"1610612738","Celtics","1","67","15","False","1985-1986","1985","1986"
"1610612738","Celtics","1","59","23","False","1986-1987","1986","1987"
"1610612738","Celtics","1","57","25","False","1987-1988","1987","1988"
"1610612738","Celtics","8","42","40","False","1988-1989","1988","1989"
"1610612738","Celtics","4","52","30","False","1989-1990","1989","1990"
"1610612738","Celtics","2","56","26","False","1990-1991","1990","1991"
"1610612738","Celtics","2","51","31","False","1991-1992","1991","1992"
"1610612738","Celtics","4","48","34","False","1992-1993","1992","1993"
"1610612738","Celtics","10","32","50","False","1993-1994","1993","1994"
"1610612738","Celtics","8","35","47","False","1994-1995","1994","1995"
"1610612738","Celtics","11","33","49","False","1995-1996","1995","1996"
"1610612738","Celtics","15","15","67","False","1996-1997","1996","1997"
"1610612738","Celtics","12","36","46","False","1997-1998","1997","1998"
"1610612738","Celtics","12","19","31","False","1998-1999","1998","1999"
"1610612738","Celtics","10","35","47","False","1999-2000","1999","2000"
"1610612738","Celtics","9","36","46","False","2000-2001","2000","2001"
"1610612738","Celtics","3","49","33","False","2001-2002","2001","2002"
"1610612738","Celtics","6","44","38","False","2002-2003","2002","2003"
"1610612738","Celtics","8","36","46","False","2003-2004","2003","2004"
"1610612738","Celtics","4","45","37","False","2004-2005","2004","2005"
"1610612738","Celtics","11","33","49","False","2005-2006","2005","2006"
"1610612738","Celtics","15","24","58","False","2006-2007","2006","2007"
"1610612738","Celtics","1","66","16","False","2007-2008","2007","2008"
"1610612738","Celtics","2","62","20","False","2008-2009","2008","2009"
"1610612738","Celtics","4","50","32","False","2009-2010","2009","2010"
"1610612738","Celtics","3","56","26","False","2010-2011","2010","2011"
"1610612738","Celtics","4","39","27","False","2011-2012","2011","2012"
"1610612738","Celtics","7","41","40","False","2012-2013","2012","2013"
"1610612738","Celtics","12","25","57","False","2013-2014","2013","2014"
"1610612738","Celtics","7","40","42","False","2014-2015","2014","2015"
"1610612738","Celtics","5","48","34","False","2015-2016","2015","2016"
"1610612738","Celtics","1","53","29","False","2016-2017","2016","2017"
"1610612738","Celtics","2","55","27","False","2017-2018","2017","2018"
"1610612738","Celtics","4","49","33","False","2018-2019","2018","2019"
"1610612738","Celtics","3","48","24","False","2019-2020","2019","2020"
"1610612738","Celtics","7","36","36","False","2020-2021","2020","2021"
"1610612739","Cavaliers","9","28","54","False","1980-1981","1980","1981"
"1610612739","Cavaliers","11","15","67","False","1981-1982","1981","1982"
"1610612739","Cavaliers","10","23","59","False","1982-1983","1982","1983"
"1610612739","Cavaliers","9","28","54","False","1983-1984","1983","1984"
"1610612739","Cavaliers","8","36","46","False","1984-1985","1984","1985"
"1610612739","Cavaliers","9","29","53","False","1985-1986","1985","1986"
"1610612739","Cavaliers","9","31","51","False","1986-1987","1986","1987"
"1610612739","Cavaliers","5","42","40","False","1987-1988","1987","1988"
"1610612739","Cavaliers","3","57","25","False","1988-1989","1988","1989"
"1610612739","Cavaliers","7","42","40","False","1989-1990","1989","1990"
"1610612739","Cavaliers","9","33","49","False","1990-1991","1990","1991"
"1610612739","Cavaliers","4","57","25","False","1991-1992","1991","1992"
"1610612739","Cavaliers","3","54","28","False","1992-1993","1992","1993"
"1610612739","Cavaliers","5","47","35","False","1993-1994","1993","1994"
"1610612739","Cavaliers","6","43","39","False","1994-1995","1994","1995"
"1610612739","Cavaliers","4","47","35","False","1995-1996","1995","1996"
"1610612739","Cavaliers","9","42","40","False","1996-1997","1996","1997"
"1610612739","Cavaliers","6","47","35","False","1997-1998","1997","1998"
"1610612739","Cavaliers","11","22","28","False","1998-1999","1998","1999"
"1610612739","Cavaliers","11","32","50","False","1999-2000","1999","2000"
"1610612739","Cavaliers","11","30","52","False","2000-2001","2000","2001"
"1610612739","Cavaliers","14","29","53","False","2001-2002","2001","2002"
"1610612739","Cavaliers","15","17","65","False","2002-2003","2002","2003"
"1610612739","Cavaliers","9","35","47","False","2003-2004","2003","2004"
"1610612739","Cavaliers","9","42","40","False","2004-2005","2004","2005"
"1610612739","Cavaliers","3","50","32","False","2005-2006","2005","2006"
"1610612739","Cavaliers","2","50","32","False","2006-2007","2006","2007"
"1610612739","Cavaliers","4","45","37","False","2007-2008","2007","2008"
"1610612739","Cavaliers","1","66","16","False","2008-2009","2008","2009"
"1610612739","Cavaliers","1","61","21","False","2009-2010","2009","2010"
"1610612739","Cavaliers","15","19","63","False","2010-2011","2010","2011"
"1610612739","Cavaliers","13","21","45","False","2011-2012","2011","2012"
"1610612739","Cavaliers","13","24","58","False","2012-2013","2012","2013"
"1610612739","Cavaliers","10","33","49","False","2013-2014","2013","2014"
"1610612739","Cavaliers","2","53","29","False","2014-2015","2014","2015"
"1610612739","Cavaliers","1","57","25","False","2015-2016","2015","2016"
"1610612739","Cavaliers","2","51","31","False","2016-2017","2016","2017"
"1610612739","Cavaliers","4","50","32","False","2017-2018","2017","2018"
"1610612739","Cavaliers","14","19","63","False","2018-2019","2018","2019"
"1610612739","Cavaliers","15","19","46","False","2019-2020","2019","2020"
"1610612739","Cavaliers","13","22","50","False","2020-2021","2020","2021"
"1610612740","Hornets","5","47","35","False","2002-2003","2002","2003"
"1610612740","Hornets","5","41","41","False","2003-2004","2003","2004"
"1610612740","Hornets","15","18","64","False","2004-2005","2004","2005"
"1610612740","Hornets","10","38","44","False","2005-2006","2005","2006"
"1610612740","Hornets","10","39","43","False","2006-2007","2006","2007"
"1610612740","Hornets","2","56","26","False","2007-2008","2007","2008"
"1610612740","Hornets","7","49","33","False","2008-2009","2008","2009"
"1610612740","Hornets","11","37","45","False","2009-2010","2009","2010"
"1610612740","Hornets","7","46","36","False","2010-2011","2010","2011"
"1610612740","Hornets","15","21","45","False","2011-2012","2011","2012"
"1610612740","Hornets","14","27","55","False","2012-2013","2012","2013"
"1610612740","Pelicans","12","34","48","False","2013-2014","2013","2014"
"1610612740","Pelicans","8","45","37","False","2014-2015","2014","2015"
"1610612740","Pelicans","12","30","52","False","2015-2016","2015","2016"
"1610612740","Pelicans","10","34","48","False","2016-2017","2016","2017"
"1610612740","Pelicans","6","48","34","False","2017-2018","2017","2018"
"1610612740","Pelicans","13","33","49","False","2018-2019","2018","2019"
"1610612740","Pelicans","13","30","42","False","2019-2020","2019","2020"
"1610612740","Pelicans","11","31","41","False","2020-2021","2020","2021"
"1610612741","Bulls","5","45","37","False","1980-1981","1980","1981"
"1610612741","Bulls","9","34","48","False","1981-1982","1981","1982"
"1610612741","Bulls","9","28","54","False","1982-1983","1982","1983"
"1610612741","Bulls","10","27","55","False","1983-1984","1983","1984"
"1610612741","Bulls","7","38","44","False","1984-1985","1984","1985"
"1610612741","Bulls","8","30","52","False","1985-1986","1985","1986"
"1610612741","Bulls","8","40","42","False","1986-1987","1986","1987"
"1610612741","Bulls","3","50","32","False","1987-1988","1987","1988"
"1610612741","Bulls","6","47","35","False","1988-1989","1988","1989"
"1610612741","Bulls","3","55","27","False","1989-1990","1989","1990"
"1610612741","Bulls","1","61","21","False","1990-1991","1990","1991"
"1610612741","Bulls","1","67","15","False","1991-1992","1991","1992"
"1610612741","Bulls","2","57","25","False","1992-1993","1992","1993"
"1610612741","Bulls","3","55","27","False","1993-1994","1993","1994"
"1610612741","Bulls","5","47","35","False","1994-1995","1994","1995"
"1610612741","Bulls","1","72","10","False","1995-1996","1995","1996"
"1610612741","Bulls","1","69","13","False","1996-1997","1996","1997"
"1610612741","Bulls","1","62","20","False","1997-1998","1997","1998"
"1610612741","Bulls","15","13","37","False","1998-1999","1998","1999"
"1610612741","Bulls","15","17","65","False","1999-2000","1999","2000"
"1610612741","Bulls","15","15","67","False","2000-2001","2000","2001"
"1610612741","Bulls","15","21","61","False","2001-2002","2001","2002"
"1610612741","Bulls","12","30","52","False","2002-2003","2002","2003"
"1610612741","Bulls","14","23","59","False","2003-2004","2003","2004"
"1610612741","Bulls","3","47","35","False","2004-2005","2004","2005"
"1610612741","Bulls","7","41","41","False","2005-2006","2005","2006"
"1610612741","Bulls","5","49","33","False","2006-2007","2006","2007"
"1610612741","Bulls","11","33","49","False","2007-2008","2007","2008"
"1610612741","Bulls","7","41","41","False","2008-2009","2008","2009"
"1610612741","Bulls","8","41","41","False","2009-2010","2009","2010"
"1610612741","Bulls","1","62","20","False","2010-2011","2010","2011"
"1610612741","Bulls","1","50","16","False","2011-2012","2011","2012"
"1610612741","Bulls","5","45","37","False","2012-2013","2012","2013"
"1610612741","Bulls","4","48","34","False","2013-2014","2013","2014"
"1610612741","Bulls","3","50","32","False","2014-2015","2014","2015"
"1610612741","Bulls","9","42","40","False","2015-2016","2015","2016"
"1610612741","Bulls","8","41","41","False","2016-2017","2016","2017"
"1610612741","Bulls","13","27","55","False","2017-2018","2017","2018"
"1610612741","Bulls","13","22","60","False","2018-2019","2018","2019"
"1610612741","Bulls","11","22","43","False","2019-2020","2019","2020"
"1610612741","Bulls","11","31","41","False","2020-2021","2020","2021"
"1610612742","Mavericks","12","15","67","False","1980-1981","1980","1981"
"1610612742","Mavericks","10","28","54","False","1981-1982","1981","1982"
"1610612742","Mavericks","8","38","44","False","1982-1983","1982","1983"
"1610612742","Mavericks","4","43","39","False","1983-1984","1983","1984"
"1610612742","Mavericks","4","44","38","False","1984-1985","1984","1985"
"1610612742","Mavericks","4","44","38","False","1985-1986","1985","1986"
"1610612742","Mavericks","2","55","27","False","1986-1987","1986","1987"
"1610612742","Mavericks","3","53","29","False","1987-1988","1987","1988"
"1610612742","Mavericks","9","38","44","False","1988-1989","1988","1989"
"1610612742","Mavericks","6","47","35","False","1989-1990","1989","1990"
"1610612742","Mavericks","12","28","54","False","1990-1991","1990","1991"
"1610612742","Mavericks","12","22","60","False","1991-1992","1991","1992"
"1610612742","Mavericks","13","11","71","False","1992-1993","1992","1993"
"1610612742","Mavericks","13","13","69","False","1993-1994","1993","1994"
"1610612742","Mavericks","10","36","46","False","1994-1995","1994","1995"
"1610612742","Mavericks","12","26","56","False","1995-1996","1995","1996"
"1610612742","Mavericks","11","24","58","False","1996-1997","1996","1997"
"1610612742","Mavericks","10","20","62","False","1997-1998","1997","1998"
"1610612742","Mavericks","11","19","31","False","1998-1999","1998","1999"
"1610612742","Mavericks","9","40","42","False","1999-2000","1999","2000"
"1610612742","Mavericks","4","53","29","False","2000-2001","2000","2001"
"1610612742","Mavericks","4","57","25","False","2001-2002","2001","2002"
"1610612742","Mavericks","3","60","22","False","2002-2003","2002","2003"
"1610612742","Mavericks","5","52","30","False","2003-2004","2003","2004"
"1610612742","Mavericks","3","58","24","False","2004-2005","2004","2005"
"1610612742","Mavericks","2","60","22","False","2005-2006","2005","2006"
"1610612742","Mavericks","1","67","15","False","2006-2007","2006","2007"
"1610612742","Mavericks","7","51","31","False","2007-2008","2007","2008"
"1610612742","Mavericks","6","50","32","False","2008-2009","2008","2009"
"1610612742","Mavericks","2","55","27","False","2009-2010","2009","2010"
"1610612742","Mavericks","3","57","25","False","2010-2011","2010","2011"
"1610612742","Mavericks","7","36","30","False","2011-2012","2011","2012"
"1610612742","Mavericks","10","41","41","False","2012-2013","2012","2013"
"1610612742","Mavericks","8","49","33","False","2013-2014","2013","2014"
"1610612742","Mavericks","7","50","32","False","2014-2015","2014","2015"
"1610612742","Mavericks","6","42","40","False","2015-2016","2015","2016"
"1610612742","Mavericks","11","33","49","False","2016-2017","2016","2017"
"1610612742","Mavericks","13","24","58","False","2017-2018","2017","2018"
"1610612742","Mavericks","14","33","49","False","2018-2019","2018","2019"
"1610612742","Mavericks","7","43","32","False","2019-2020","2019","2020"
"1610612742","Mavericks","5","42","30","False","2020-2021","2020","2021"
"1610612743","Nuggets","8","37","45","False","1980-1981","1980","1981"
"1610612743","Nuggets","4","46","36","False","1981-1982","1981","1982"
"1610612743","Nuggets","6","45","37","False","1982-1983","1982","1983"
"1610612743","Nuggets","7","38","44","False","1983-1984","1983","1984"
"1610612743","Nuggets","2","52","30","False","1984-1985","1984","1985"
"1610612743","Nuggets","3","47","35","False","1985-1986","1985","1986"
"1610612743","Nuggets","8","37","45","False","1986-1987","1986","1987"
"1610612743","Nuggets","2","54","28","False","1987-1988","1987","1988"
"1610612743","Nuggets","6","44","38","False","1988-1989","1988","1989"
"1610612743","Nuggets","7","43","39","False","1989-1990","1989","1990"
"1610612743","Nuggets","14","20","62","False","1990-1991","1990","1991"
"1610612743","Nuggets","11","24","58","False","1991-1992","1991","1992"
"1610612743","Nuggets","9","36","46","False","1992-1993","1992","1993"
"1610612743","Nuggets","8","42","40","False","1993-1994","1993","1994"
"1610612743","Nuggets","8","41","41","False","1994-1995","1994","1995"
"1610612743","Nuggets","10","35","47","False","1995-1996","1995","1996"
"1610612743","Nuggets","12","21","61","False","1996-1997","1996","1997"
"1610612743","Nuggets","14","11","71","False","1997-1998","1997","1998"
"1610612743","Nuggets","12","14","36","False","1998-1999","1998","1999"
"1610612743","Nuggets","10","35","47","False","1999-2000","1999","2000"
"1610612743","Nuggets","11","40","42","False","2000-2001","2000","2001"
"1610612743","Nuggets","12","27","55","False","2001-2002","2001","2002"
"1610612743","Nuggets","14","17","65","False","2002-2003","2002","2003"
"1610612743","Nuggets","8","43","39","False","2003-2004","2003","2004"
"1610612743","Nuggets","7","49","33","False","2004-2005","2004","2005"
"1610612743","Nuggets","4","44","38","False","2005-2006","2005","2006"
"1610612743","Nuggets","6","45","37","False","2006-2007","2006","2007"
"1610612743","Nuggets","8","50","32","False","2007-2008","2007","2008"
"1610612743","Nuggets","2","54","28","False","2008-2009","2008","2009"
"1610612743","Nuggets","4","53","29","False","2009-2010","2009","2010"
"1610612743","Nuggets","5","50","32","False","2010-2011","2010","2011"
"1610612743","Nuggets","6","38","28","False","2011-2012","2011","2012"
"1610612743","Nuggets","3","57","25","False","2012-2013","2012","2013"
"1610612743","Nuggets","11","36","46","False","2013-2014","2013","2014"
"1610612743","Nuggets","12","30","52","False","2014-2015","2014","2015"
"1610612743","Nuggets","11","33","49","False","2015-2016","2015","2016"
"1610612743","Nuggets","9","40","42","False","2016-2017","2016","2017"
"1610612743","Nuggets","9","46","36","False","2017-2018","2017","2018"
"1610612743","Nuggets","2","54","28","False","2018-2019","2018","2019"
"1610612743","Nuggets","3","46","27","False","2019-2020","2019","2020"
"1610612743","Nuggets","3","47","25","False","2020-2021","2020","2021"
"1610612744","Warriors","7","39","43","False","1980-1981","1980","1981"
"1610612744","Warriors","7","45","37","False","1981-1982","1981","1982"
"1610612744","Warriors","9","30","52","False","1982-1983","1982","1983"
"1610612744","Warriors","9","37","45","False","1983-1984","1983","1984"
"1610612744","Warriors","12","22","60","False","1984-1985","1984","1985"
"1610612744","Warriors","12","30","52","False","1985-1986","1985","1986"
"1610612744","Warriors","5","42","40","False","1986-1987","1986","1987"
"1610612744","Warriors","11","20","62","False","1987-1988","1987","1988"
"1610612744","Warriors","7","43","39","False","1988-1989","1988","1989"
"1610612744","Warriors","10","37","45","False","1989-1990","1989","1990"
"1610612744","Warriors","7","44","38","False","1990-1991","1990","1991"
"1610612744","Warriors","2","55","27","False","1991-1992","1991","1992"
"1610612744","Warriors","10","34","48","False","1992-1993","1992","1993"
"1610612744","Warriors","6","50","32","False","1993-1994","1993","1994"
"1610612744","Warriors","11","26","56","False","1994-1995","1994","1995"
"1610612744","Warriors","9","36","46","False","1995-1996","1995","1996"
"1610612744","Warriors","10","30","52","False","1996-1997","1996","1997"
"1610612744","Warriors","11","19","63","False","1997-1998","1997","1998"
"1610612744","Warriors","10","21","29","False","1998-1999","1998","1999"
"1610612744","Warriors","13","19","63","False","1999-2000","1999","2000"
"1610612744","Warriors","14","17","65","False","2000-2001","2000","2001"
"1610612744","Warriors","14","21","61","False","2001-2002","2001","2002"
"1610612744","Warriors","11","38","44","False","2002-2003","2002","2003"
"1610612744","Warriors","11","37","45","False","2003-2004","2003","2004"
"1610612744","Warriors","12","34","48","False","2004-2005","2004","2005"
"1610612744","Warriors","13","34","48","False","2005-2006","2005","2006"
"1610612744","Warriors","8","42","40","False","2006-2007","2006","2007"
"1610612744","Warriors","9","48","34","False","2007-2008","2007","2008"
"1610612744","Warriors","10","29","53","False","2008-2009","2008","2009"
"1610612744","Warriors","13","26","56","False","2009-2010","2009","2010"
"1610612744","Warriors","12","36","46","False","2010-2011","2010","2011"
"1610612744","Warriors","13","23","43","False","2011-2012","2011","2012"
"1610612744","Warriors","6","47","35","False","2012-2013","2012","2013"
"1610612744","Warriors","6","51","31","False","2013-2014","2013","2014"
"1610612744","Warriors","1","67","15","False","2014-2015","2014","2015"
"1610612744","Warriors","1","73","9","False","2015-2016","2015","2016"
"1610612744","Warriors","1","67","15","False","2016-2017","2016","2017"
"1610612744","Warriors","2","58","24","False","2017-2018","2017","2018"
"1610612744","Warriors","1","57","25","False","2018-2019","2018","2019"
"1610612744","Warriors","15","15","50","False","2019-2020","2019","2020"
"1610612744","Warriors","9","39","33","False","2020-2021","2020","2021"
"1610612745","Rockets","5","40","42","False","1980-1981","1980","1981"
"1610612745","Rockets","4","46","36","False","1981-1982","1981","1982"
"1610612745","Rockets","12","14","68","False","1982-1983","1982","1983"
"1610612745","Rockets","12","29","53","False","1983-1984","1983","1984"
"1610612745","Rockets","3","48","34","False","1984-1985","1984","1985"
"1610612745","Rockets","2","51","31","False","1985-1986","1985","1986"
"1610612745","Rockets","5","42","40","False","1986-1987","1986","1987"
"1610612745","Rockets","6","46","36","False","1987-1988","1987","1988"
"1610612745","Rockets","5","45","37","False","1988-1989","1988","1989"
"1610612745","Rockets","8","41","41","False","1989-1990","1989","1990"
"1610612745","Rockets","6","52","30","False","1990-1991","1990","1991"
"1610612745","Rockets","9","42","40","False","1991-1992","1991","1992"
"1610612745","Rockets","2","55","27","False","1992-1993","1992","1993"
"1610612745","Rockets","2","58","24","False","1993-1994","1993","1994"
"1610612745","Rockets","6","47","35","False","1994-1995","1994","1995"
"1610612745","Rockets","5","48","34","False","1995-1996","1995","1996"
"1610612745","Rockets","2","57","25","False","1996-1997","1996","1997"
"1610612745","Rockets","8","41","41","False","1997-1998","1997","1998"
"1610612745","Rockets","4","31","19","False","1998-1999","1998","1999"
"1610612745","Rockets","11","34","48","False","1999-2000","1999","2000"
"1610612745","Rockets","9","45","37","False","2000-2001","2000","2001"
"1610612745","Rockets","11","28","54","False","2001-2002","2001","2002"
"1610612745","Rockets","9","43","39","False","2002-2003","2002","2003"
"1610612745","Rockets","7","45","37","False","2003-2004","2003","2004"
"1610612745","Rockets","5","51","31","False","2004-2005","2004","2005"
"1610612745","Rockets","12","34","48","False","2005-2006","2005","2006"
"1610612745","Rockets","5","52","30","False","2006-2007","2006","2007"
"1610612745","Rockets","5","55","27","False","2007-2008","2007","2008"
"1610612745","Rockets","5","53","29","False","2008-2009","2008","2009"
"1610612745","Rockets","9","42","40","False","2009-2010","2009","2010"
"1610612745","Rockets","9","43","39","False","2010-2011","2010","2011"
"1610612745","Rockets","9","34","32","False","2011-2012","2011","2012"
"1610612745","Rockets","8","45","37","False","2012-2013","2012","2013"
"1610612745","Rockets","4","54","28","False","2013-2014","2013","2014"
"1610612745","Rockets","2","56","26","False","2014-2015","2014","2015"
"1610612745","Rockets","8","41","41","False","2015-2016","2015","2016"
"1610612745","Rockets","3","55","27","False","2016-2017","2016","2017"
"1610612745","Rockets","1","65","17","False","2017-2018","2017","2018"
"1610612745","Rockets","4","53","29","False","2018-2019","2018","2019"
"1610612745","Rockets","4","44","28","False","2019-2020","2019","2020"
"1610612745","Rockets","15","17","55","False","2020-2021","2020","2021"
"1610612746","Clippers","9","36","46","False","1980-1981","1980","1981"
"1610612746","Clippers","12","17","65","False","1981-1982","1981","1982"
"1610612746","Clippers","11","25","57","False","1982-1983","1982","1983"
"1610612746","Clippers","11","30","52","False","1983-1984","1983","1984"
"1610612746","Clippers","9","31","51","False","1984-1985","1984","1985"
"1610612746","Clippers","9","32","50","False","1985-1986","1985","1986"
"1610612746","Clippers","12","12","70","False","1986-1987","1986","1987"
"1610612746","Clippers","12","17","65","False","1987-1988","1987","1988"
"1610612746","Clippers","11","21","61","False","1988-1989","1988","1989"
"1610612746","Clippers","11","30","52","False","1989-1990","1989","1990"
"1610612746","Clippers","9","31","51","False","1990-1991","1990","1991"
"1610612746","Clippers","7","45","37","False","1991-1992","1991","1992"
"1610612746","Clippers","7","41","41","False","1992-1993","1992","1993"
"1610612746","Clippers","11","27","55","False","1993-1994","1993","1994"
"1610612746","Clippers","13","17","65","False","1994-1995","1994","1995"
"1610612746","Clippers","11","29","53","False","1995-1996","1995","1996"
"1610612746","Clippers","8","36","46","False","1996-1997","1996","1997"
"1610612746","Clippers","13","17","65","False","1997-1998","1997","1998"
"1610612746","Clippers","13","9","41","False","1998-1999","1998","1999"
"1610612746","Clippers","14","15","67","False","1999-2000","1999","2000"
"1610612746","Clippers","12","31","51","False","2000-2001","2000","2001"
"1610612746","Clippers","9","39","43","False","2001-2002","2001","2002"
"1610612746","Clippers","13","27","55","False","2002-2003","2002","2003"
"1610612746","Clippers","14","28","54","False","2003-2004","2003","2004"
"1610612746","Clippers","10","37","45","False","2004-2005","2004","2005"
"1610612746","Clippers","6","47","35","False","2005-2006","2005","2006"
"1610612746","Clippers","9","40","42","False","2006-2007","2006","2007"
"1610612746","Clippers","12","23","59","False","2007-2008","2007","2008"
"1610612746","Clippers","14","19","63","False","2008-2009","2008","2009"
"1610612746","Clippers","12","29","53","False","2009-2010","2009","2010"
